Code;Bezeichnung;Kategorie-Code;Kategorie-Verwendungstext;Kategorie-Freitext;Berechnungsformel;Formel (Prüfzeit)
13642W;Grundpauschale ab 60. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
13644V;Zuschlag für die pneumologisch-internistische Grundversorgung ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13646V;Zuschlag zur GOP 13644 ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13648A;Zuschlag TSS-Terminvermittlung ;K77.1;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 2,0;
13648B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
13648C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
13648D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
13648E;Zuschlag TSS-Terminvermittlung ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
13648F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
13648G;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.10;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,6;
13648H;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.11;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,3;
13650I;Zusatzpauschale Pneumologisch-Diagnostischer Komplex ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13651I;Zuschlag unspezifischer Provokationstest ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13652I;Zuschlag im Zusammenhang mit der Gebührenordnungsposition 13650 ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13660I;Ergospirometrie ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13661I;Bestimmung des Säurebasenhaushalts und Blutgasanalyse ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13662A;Bronchoskopie ;K110;Berechnung im Zusammenhang mit der Durchführung einer Erhebung gemäß § 5 der Richtlinie des G-BA über die Verordnung von außerklinischer Intensivpflege;;;
13662I;Bronchoskopie ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13662K;Bronchoskopie ;K111;Berechnung bei Durchführung einer Erhebung gem. § 5 der RL des G-BA über die Verordn. von außerklinischer Intensivpflege bei Leistungsberechnung (Nebeneinanderberechnung Abschn. 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13663I;Zuschlag Intervention, perbronchiale Biopsie, BAL, Broncho-alveoläre Lavage ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13664I;Zuschlag Laservaporisation ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13670I;Thorakoskopie ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13675I;Zusatzpauschale Onkologie ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13677I;Zusatzpauschale Behandlung eines Lungen- oder Herz-Lungen-Transplantatträgers ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13678I;FeNO-Messung zur Indikationsstellung einer Therapie mit Dupilumab ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13690H;Grundpauschale bis 5. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
13690R;Grundpauschale bis 5. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
13690S;Grundpauschale bis 5. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,83
13690V;Grundpauschale bis 5. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13690W;Grundpauschale bis 5. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
13691H;Grundpauschale 6. - 59. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
13691R;Grundpauschale 6. - 59. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
13691S;Grundpauschale 6. - 59. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,83
13691V;Grundpauschale 6. - 59. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13691W;Grundpauschale 6. - 59. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
13692H;Grundpauschale ab 60. Lebensjahr ;K14;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 der Allgemeinen Bestimmungen;50 % Abschlag gemäß Allgemeine Bestimmung 2.1.6 (Auftragsleistung ausschließl. zu Leist. Anhang 1);Punktezahl der Basis-GOP x Faktor 0,5;Prüfzeit der Basis-GOP x Faktor 0,5
13692R;Grundpauschale ab 60. Lebensjahr ;K16;Leistungsberechnung entsprechend 5.1 der Allgemeinen Bestimmungen für Berufsausübungsgemeinschaften oder Arztpraxen mit angestellten Ärzten;10 % Aufschlag von der jeweiligen Punktzahl;Punktezahl der Basis-GOP x Faktor 1,1;Prüfzeit der Basis-GOP x Faktor 1,1
13692S;Grundpauschale ab 60. Lebensjahr ;K79;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden i.V.m. 5.1 der Allgemeinen Bestimmungen (BAG oder Arztpraxen mit angestellten Ärzten);;Punktezahl der Basis-GOP x Faktor 0,825;Prüfzeit der Basis-GOP x Faktor 0,83
13692V;Grundpauschale ab 60. Lebensjahr ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13692W;Grundpauschale ab 60. Lebensjahr ;K17;Leistungsberechnung für Auftragsleistungen entsprechend 2.1.6 sowie Aufschlag entsprechend 5.1 der Allgemeinen Bestimmungen;50 % Abschlag gemäß der Allgemeinen Bestimmung 2.1.6 (Auftrag zur Durchführung von Leistungen aus Anhang 1) und 10 % Aufschlag gemäß Allgemeine Bestimmung 5.1;Punktezahl der Basis-GOP x Faktor 0,55;Prüfzeit der Basis-GOP x Faktor 0,55
13694V;Zuschlag für die rheumatologisch-internistische Grundversorgung ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13696V;Zuschlag zur GOP 13694 ;K78;Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;Prüfzeit der Basis-GOP x Faktor 0,75
13698A;Zuschlag TSS-Terminvermittlung ;K77.1;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 2,0;
13698B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
13698C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
13698D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
13698E;Zuschlag TSS-Terminvermittlung ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
13698F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
13698G;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.10;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,6;
13698H;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall ;K77.11;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,3;
13700I;Zusatzpauschale internistische Rheumatologie ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13701I;Zusatzpauschale Rheumatologische Funktionsdiagnostik ;K10;Leistungsberechnung (Nebeneinanderberechnung Abschnitte 4.4, 4.5, 13.3) durch Vertragsärzte, die Tätigkeit unter mehreren SP ausüben;;Punktezahl der Basis-GOP x Faktor 0,9;Prüfzeit der Basis-GOP x Faktor 0,9
13910A;Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr ;K77.1;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 2,0;
13910B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
13910C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
13910D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
13910E;Zuschlag TSS-Terminvermittlung bis 5. Lebensjahr ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
13910F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
13910G;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.10;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,6;
13910H;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall bis 5. Lebensjahr ;K77.11;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,3;
13911A;Zuschlag TSS-Terminvermittlung 6.- 59. Lebensjahr ;K77.1;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 2,0;
13911B;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall 6.- 59. Lebensjahr ;K77.2;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;;
13911C;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall 6.- 59. Lebensjahr ;K77.3;Zuschlag in Höhe von 80% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 5. bis 14. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,8;
13911D;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall 6.- 59. Lebensjahr ;K77.4;Zuschlag in Höhe von 40% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom 15. bis 35. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen;;Punktezahl der Basis-GOP x Faktor 0,4;
13911E;Zuschlag TSS-Terminvermittlung 6.- 59. Lebensjahr ;K77.8;Zuschlag in Höhe von 200% für TSS-Akutfall gemäß 4.3.10.2 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 1,5;
13911F;Zuschlag TSS-Terminvermittlung oder Hausarztvermittlungsfall 6.- 59. Lebensjahr ;K77.9;Zuschlag in Höhe von 100% für TSS-Terminfall und/oder Hausarztvermittlungsfall vom gleichen bis 4. Kalendertag gemäß 4.3.10.1 oder 4.3.10.3 der Allgemeinen Bestimmungen i.V.m. Abschlag gemäß 4.3.1 der Allgemeinen Bestimmungen, wenn ausschließlich Arzt-Patienten-Kontakte im Rahmen einer Videosprechstunde stattfinden;;Punktezahl der Basis-GOP x Faktor 0,75;
